stock_code,description,total_revenue,total_quantity,total_orders,avg_unit_price
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3785.06,254,69,17.16623188405797
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3773.5800000000004,525,135,8.099485294117647
23299,FOOD COVER WITH BEADS SET 2,3772.88,1012,145,4.366258503401361
21746,SMALL RED RETROSPOT WINDMILL,3766.93,3075,226,1.469078947368421
21527,RED RETROSPOT TRADITIONAL TEAPOT,3756.79,481,144,8.510268456375838
23236,STORAGE TIN VINTAGE DOILY,3751.02,1288,190,3.3870149253731348
22195,LARGE HEART MEASURING SPOONS,3725.6099999999997,1979,373,2.350866141732283
21260,FIRST AID TIN,3722.23,1161,166,3.5810119047619047
21658,GLASS  BEURRE DISH,3721.63,881,212,5.604907407407408
23182,TOILET SIGN OCCUPIED OR VACANT,3718.0899999999997,3777,433,1.5163004484304932
22212,FOUR HOOK  WHITE LOVEBIRDS,3713.54,1615,399,2.828609756097561
22854,CREAM SWEETHEART EGG HOLDER,3708.52,767,161,5.392760736196319
21531,RED RETROSPOT SUGAR JAM BOWL,3692.37,1520,246,2.8972222222222217
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3689.46,1152,231,3.8453781512605043
23013,GLASS APOTHECARY BOTTLE TONIC,3678.11,925,223,4.669733333333333
23130,MISTLETOE HEART WREATH GREEN,3676.1800000000003,882,179,4.532011173184357
22926,IVORY GIANT GARDEN THERMOMETER,3674.7000000000003,597,195,6.2844221105527645
85053,FRENCH ENAMEL CANDLEHOLDER,3666.2900000000004,1701,317,2.6072121212121213
22378,WALL TIDY RETROSPOT,3649.0699999999997,2288,293,3.019050847457627
23085,ANTIQUE SILVER BAUBLE LAMP,3635.23,381,78,10.82
22468,BABUSHKA LIGHTS STRING OF 10,3633.17,517,153,8.304117647058824
23294,SET OF 6 SNACK LOAF BAKING CASES,3631.0499999999997,4420,354,1.0847945205479452
22466,FAIRY TALE COTTAGE NIGHTLIGHT,3626.45,2093,94,2.392736842105263
22236,CAKE STAND 3 TIER MAGIC GARDEN,3624.5999999999995,308,88,12.525
23210,WHITE ROCKING HORSE HAND PAINTED,3617.78,2902,192,1.4615942028985507
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3608.5799999999995,2162,194,1.7765671641791043
22053,EMPIRE DESIGN ROSETTE,3606.4199999999996,4244,28,1.227857142857143
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.99,317,104,14.927403846153847
23091,ZINC HERB GARDEN CONTAINER,3585.39,567,204,6.727688679245283
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3585.02,1835,318,2.3571472392638033
22348,TEA BAG PLATE RED RETROSPOT,3584.99,4086,358,1.0836914600550964
71477,COLOURED GLASS STAR T-LIGHT HOLDER,3584.9100000000003,1013,52,4.4712962962962965
23497,CLASSIC CHROME BICYCLE BELL,3582.97,2501,193,1.62465
21494,ROTATING LEAVES T-LIGHT HOLDER,3578.83,1934,313,2.5840186915887853
22908,PACK OF 20 NAPKINS RED APPLES,3573.83,4385,375,0.9666666666666666
23332,IVORY WICKER HEART LARGE,3570.7599999999998,2076,287,1.759833887043189
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,3564.49,871,203,4.949705882352942
20717,STRAWBERRY SHOPPER BAG,3564.48,2857,412,1.6720095693779904
85132C,CHARLIE AND LOLA FIGURES TINS,3562.3199999999997,1520,211,3.986509433962264
22180,RETROSPOT LAMP,3561.3399999999997,334,155,11.504679487179486
22669,RED BABY BUNTING,3559.0,1128,234,3.7677777777777783
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3557.9399999999996,2158,276,1.8715277777777777
21974,SET OF 36 PAISLEY FLOWER DOILIES,3545.6,2219,360,2.144388888888889
21992,VINTAGE PAISLEY STATIONERY SET,3529.12,1913,436,2.05317880794702
21703,BAG 125g SWIRLY MARBLES,3528.89,9390,294,0.495738255033557
22688,DOORMAT PEACE ON EARTH BLUE,3519.6600000000003,705,32,9.140625
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3517.5199999999995,4016,327,0.9968358208955224
23189,SET OF 12 FORK CANDLES,3507.51,1249,141,3.3956338028169015
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3507.17,1330,231,3.261293103448276
22760,"TRAY, BREAKFAST IN BED",3491.8599999999997,275,80,14.710749999999999
21238,RED RETROSPOT CUP,3488.44,3969,387,1.0694117647058823
21745,GAOLERS KEYS DECORATIVE GARDEN,3486.98,938,214,3.965045871559633
82580,BATHROOM METAL SIGN,3474.31,5883,631,0.8297641509433963
22065,CHRISTMAS PUDDING TRINKET POT,3470.83,6751,241,1.0530859375
22435,SET OF 9 HEART SHAPED BALLOONS,3456.75,2766,266,1.4585401459854015
23350,ROLL WRAP VINTAGE SPOT,3456.33,2721,305,1.4592675159235668
47567B,TEA TIME KITCHEN APRON,3456.15,609,133,6.32113475177305
23426,METAL SIGN DROP YOUR PANTS,3450.21,1277,206,3.330238095238095
21588,RETROSPOT GIANT TUBE MATCHES,3450.15,1497,132,2.527173913043478
21243,PINK  POLKADOT PLATE,3449.6,2065,185,2.1288709677419355
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,36,2.4124999999999996
21385,IVORY HANGING DECORATION  HEART,3447.5499999999997,3889,317,1.1054848484848485
21463,MIRRORED DISCO BALL,3446.9500000000003,651,134,5.799632352941177
22300,COFFEE MUG DOG + BALL DESIGN,3444.91,1542,196,3.111507537688442
23156,SET OF 5 MINI GROCERY MAGNETS,3437.85,1672,205,2.2572169811320757
23354,6 GIFT TAGS 50'S CHRISTMAS,3431.89,3743,322,0.971355421686747
21497,FANCY FONTS BIRTHDAY WRAP,3430.0,8600,230,0.4182758620689655
23388,WOODLAND MINI BACKPACK,3427.94,820,152,4.631161290322581
23014,GLASS APOTHECARY BOTTLE ELIXIR,3427.4800000000005,858,209,4.855258215962442
23127,FELTCRAFT GIRL NICOLE KIT,3427.3500000000004,669,182,5.2780000000000005
22311,OFFICE MUG WARMER BLACK+SILVER,3418.51,1137,142,4.0442281879194635
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,230,4.501217391304348
22782,SET 3 WICKER STORAGE BASKETS,3399.95,241,74,19.355405405405406
23239,SET OF 4 KNICK KNACK TINS POPPIES,3399.4900000000002,853,178,4.387096774193548
21429,RED GINGHAM ROSE JEWELLERY BOX,3398.95,1744,286,2.319249146757679
22029,SPACEBOY BIRTHDAY CARD,3397.65,8185,527,0.5240377358490567
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3390.88,1005,313,3.4939556962025313
22653,BUTTON BOX,3380.45,1877,250,1.9483464566929134
79000,MOROCCAN TEA GLASS,3377.74,4186,125,1.01251968503937
23188,VINTAGE  2 METRE FOLDING RULER,3375.7,1628,152,1.9970967741935484
22776,SWEETHEART 3 TIER CAKE STAND,3371.58,284,158,12.072264150943397
21993,FLORAL FOLK STATIONERY SET,3363.34,1943,425,2.0158564814814817
22812,PACK 3 BOXES CHRISTMAS PANNETONE,3361.77,1650,161,2.74437125748503
22563,HAPPY STENCIL CRAFT,3358.1800000000003,2831,281,1.3471134020618556
22687,DOORMAT CHRISTMAS VILLAGE,3354.22,590,52,11.319807692307693
22432,WATERING CAN PINK BUNNY,3350.62,1720,277,2.243639575971731
22079,RIBBON REEL HEARTS DESIGN,3348.39,1911,323,2.036404833836858
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",3328.2,415,146,11.87312925170068
22179,SET 10 LIGHTS NIGHT OWL,3317.4700000000003,461,119,9.038333333333332
23065,LARGE DECO JEWELLERY STAND,3314.94,264,95,12.991041666666668
23395,BELLE JARDINIERE CUSHION COVER,3305.83,761,210,4.867909090909091
22855,FINE WICKER HEART,3304.23,2644,237,1.5256903765690375
22962,JAM JAR WITH PINK LID,3294.91,3904,342,1.0569767441860465
22460,EMBOSSED GLASS TEALIGHT HOLDER,3289.75,2559,211,1.5460093896713616
22567,20 DOLLY PEGS RETROSPOT,3282.3,2470,222,1.563793103448276
22244,3 HOOK HANGER MAGIC GARDEN,3280.1099999999997,1705,159,2.8162962962962963
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3279.21,6151,382,0.6923857868020304
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3277.3100000000004,1173,138,3.0115827338129497
22430,ENAMEL WATERING CAN CREAM,3266.09,622,195,5.7471000000000005
23053,RECYCLED ACAPULCO MAT PINK,3262.57,365,164,9.809878787878787
21868,POTTING SHED TEA MUG,3262.25,2479,302,1.7523529411764707
22187,GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,192,3.9398969072164944
22746,POPPY'S PLAYHOUSE LIVINGROOM,3244.94,1451,328,2.51021021021021
23393,HOME SWEET HOME CUSHION COVER,3230.41,807,229,4.465932203389831
23230,WRAP ALPHABET DESIGN,3228.42,8001,235,0.4173728813559322
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,9.636790123456791
20973,12 PENCIL SMALL TUBE WOODLAND,3216.1200000000003,4506,355,0.7866756756756756
22360,GLASS JAR ENGLISH CONFECTIONERY,3210.52,1016,214,3.9109049773755657
21135,VICTORIAN  METAL POSTCARD SPRING,3207.69,2870,177,1.8930054644808745
22491,PACK OF 12 COLOURED PENCILS,3193.83,3959,219,0.9122072072072072
23342,MINT DINER WALL CLOCK,3176.41,373,162,8.831463414634145
21115,ROSE CARAVAN DOORSTOP,3174.84,566,162,7.439879518072289
23035,DRAWER KNOB CERAMIC IVORY,3173.89,2173,190,1.6429896907216495
23323,WHITE WICKER STAR,3155.1800000000003,1473,294,2.2493137254901963
22465,HANGING METAL STAR LANTERN,3153.0899999999997,2060,198,1.8738118811881188
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3145.05,721,157,5.298535031847134
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3139.2999999999997,267,98,13.837070707070707
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3138.0,1815,224,2.3659565217391303
22778,GLASS CLOCHE SMALL,3131.02,804,142,4.9038775510204085
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1281,213,3.0350467289719627
23346,SPACEBOY BEAKER,3117.34,2632,184,1.5157978723404257
21240,BLUE POLKADOT CUP,3112.81,3573,325,1.11161094224924
20754,RETROSPOT RED WASHING UP GLOVES,3090.96,1458,304,2.5119155844155845
23461,SWEETHEART BIRD HOUSE,3082.71,857,94,4.525233644859814
20828,GLITTER BUTTERFLY CLIPS,3079.88,1130,241,3.1613599999999997
23188,VINTAGE  2 METER FOLDING RULER,3075.3699999999994,1845,181,1.8795652173913042
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3069.46,845,74,4.073648648648648
22564,ALPHABET STENCIL CRAFT,3063.52,2702,186,1.35434554973822
23329,DECORATIVE WICKER HEART LARGE,3056.3399999999997,1778,233,1.7640996168582377
22810,SET OF 6 T-LIGHTS SNOWMEN,3045.6800000000003,952,165,3.5862130177514797
22604,SET OF 4 NAPKIN CHARMS CUTLERY,3044.76,1253,125,2.8502290076335877
23242,TREASURE TIN BUFFALO BILL,3037.11,1476,214,2.277085201793722
22972,CHILDREN'S SPACEBOY MUG,3032.99,1774,227,1.9855411255411255
22892,SET OF SALT AND PEPPER TOADSTOOLS,3029.1,2478,199,1.24525
22894,TABLECLOTH RED APPLES DESIGN,3027.3799999999997,305,122,10.172682926829268
23237,SET OF 4 KNICK KNACK TINS LEAF,3024.76,748,123,4.270645161290323
21810,CHRISTMAS HANGING STAR WITH BELL,3022.79,5945,252,0.7380223880597014
22592,CARDHOLDER HOLLY WREATH METAL,3021.12,658,135,5.085037037037037
22945,CHRISTMAS METAL TAGS ASSORTED,3019.12,3003,172,2.1957062146892654
21714,CITRONELLA CANDLE GARDEN POT,3018.15,1657,225,1.8920175438596492
23390,DOLLY GIRL MINI BACKPACK,3008.9900000000002,743,161,4.386904761904762
23236,DOILEY STORAGE TIN,3004.46,1094,122,3.103008130081301
22644,CERAMIC CHERRY CAKE MONEY BANK,3000.02,2223,276,2.123561151079137
16161P,WRAP ENGLISH ROSE,2990.92,7226,248,0.41943775100401604
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2987.82,1240,101,3.166153846153846
21411,GINGHAM HEART  DOORSTOP RED,2982.0299999999997,793,241,4.890650406504065
22331,WOODLAND PARTY BAG + STICKER SET,2975.14,1840,183,2.0058469945355193
21625,VINTAGE UNION JACK APRON,2967.31,411,169,8.03977011494253
22906,12 MESSAGE CARDS WITH ENVELOPES,2959.4199999999996,1740,251,2.0406060606060605
21918,SET 12 KIDS COLOUR  CHALK STICKS,2950.67,7200,369,0.5193297587131367
22078,RIBBON REEL LACE DESIGN,2948.41,1381,192,2.618805970149254
85174,S/4 CACTI CANDLES,2946.88,617,157,6.97664596273292
22990,COTTON APRON PANTRY DESIGN,2942.1800000000003,638,164,5.310952380952381
35004B,SET OF 3 BLACK FLYING DUCKS,2934.8100000000004,577,111,6.268839285714286
22777,GLASS CLOCHE LARGE,2934.53,350,57,10.711929824561404
23211,RED ROCKING HORSE HAND PAINTED,2933.07,2331,160,1.561341463414634
84568,GIRLS ALPHABET IRON ON PATCHES,2923.13,13882,147,0.38533783783783787
22843,BISCUIT TIN VINTAGE GREEN,2911.27,451,126,7.265905511811024
21313,GLASS HEART T-LIGHT HOLDER,2906.52,3336,214,1.1463888888888887
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2901.75,2278,140,1.592027972027972
23290,SPACEBOY CHILDRENS BOWL,2899.1000000000004,2437,214,1.4348372093023256
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,963,38,6.187380952380953
23345,DOLLY GIRL BEAKER,2891.25,2455,174,1.502122905027933
21976,PACK OF 60 MUSHROOM CAKE CASES,2886.9500000000003,5230,393,0.8346059113300494
23283,DOORMAT VINTAGE LEAVES DESIGN,2881.18,430,91,7.847912087912087
21990,MODERN FLORAL STATIONERY SET,2880.45,1679,366,1.9880266666666666
23427,STOOL HOME SWEET HOME,2873.08,238,114,12.963448275862069
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,83,4.555903614457831
22426,ENAMEL WASH BOWL CREAM,2858.96,743,208,4.8977619047619045
23504,PLAYING CARDS JUBILEE UNION JACK,2857.64,1934,208,1.3465610859728505
22797,CHEST OF DRAWERS GINGHAM HEART,2851.3599999999997,163,91,18.919890109890108
23212,HEART WREATH DECORATION WITH BELL,2850.89,2288,185,1.4912371134020619
22930,BAKING MOULD HEART MILK CHOCOLATE,2849.35,1109,189,3.0706249999999997
22476,EMPIRE UNION JACK TV DINNER TRAY,2844.16,881,125,6.897301587301587
22072,RED RETROSPOT TEA CUP AND SAUCER,2831.17,854,162,3.9712865497076026
22380,TOY TIDY SPACEBOY,2823.86,1316,285,2.68348275862069
85178,VICTORIAN SEWING KIT,2823.83,2519,140,1.3954929577464787
47599B,BLUE PARTY BAGS,2822.32,1480,118,2.182372881355932
21499,BLUE POLKADOT WRAP,2819.84,6952,217,0.41697247706422014
21563,RED HEART SHAPE LOVE BUCKET,2803.13,1395,159,3.200062893081761
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2786.0299999999997,171,112,17.674464285714286
22794,SWEETHEART WIRE MAGAZINE RACK,2784.9,326,182,9.025934065934067
22224,WHITE LOVEBIRD LANTERN,2767.01,835,164,3.7307228915662654
22925,BLUE GIANT GARDEN THERMOMETER,2763.42,450,182,6.507445652173914
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.8999999999996,1702,202,1.7966009852216749
22963,JAM JAR WITH GREEN LID,2761.56,3267,306,1.0832686084142393
22196,SMALL HEART MEASURING SPOONS,2759.2599999999998,2853,472,1.2183711340206185
23266,SET OF 3 WOODEN STOCKING DECORATION,2757.57,2064,319,1.4510233918128654
23542,WALL ART 70'S ALPHABET,2757.06,356,74,10.14864864864865
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2755.1,1870,261,1.5253383458646617
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2754.4,2087,191,1.5230102040816327
23341,PINK DINER WALL CLOCK,2749.85,308,121,9.93122950819672
22974,CHILDRENS DOLLY GIRL MUG,2744.5399999999995,1607,204,2.036842105263158
23100,SILVER BELLS TABLE DECORATION,2743.13,2169,257,1.424248120300752
22283,6 EGG HOUSE PAINTED WOOD,2742.33,301,155,9.931794871794871
21985,PACK OF 12 HEARTS DESIGN TISSUES,2737.6299999999997,8803,427,0.41626728110599076
23407,SET OF 2 TRAYS HOME SWEET HOME,2729.33,267,133,10.67597014925373
20829,GLITTER HANGING BUTTERFLY STRING,2725.05,1315,194,2.4503
23333,IVORY WICKER HEART MEDIUM,2721.7,2110,233,1.3309236947791163
23164,REGENCY CAKE SLICE,2718.65,578,92,5.579673913043479
84832,ZINC WILLIE WINKIE  CANDLE STICK,2713.5499999999997,2934,268,1.0899632352941175
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2709.3,406,178,7.344918032786885
21239,PINK  POLKADOT CUP,2709.04,3018,307,1.120064308681672
22927,GREEN GIANT GARDEN THERMOMETER,2704.71,430,148,6.6860135135135135
22737,RIBBON REEL CHRISTMAS PRESENT,2695.8,1389,259,2.3383146067415725
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2694.56,1966,299,1.4942586750788645
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2692.44,1396,105,4.529444444444445
22691,DOORMAT WELCOME SUNRISE,2686.7200000000003,372,120,9.353801652892562
22702,BLACK AND WHITE CAT BOWL,2684.6499999999996,1363,49,2.037755102040816
22045,SPACEBOY GIFT WRAP,2683.84,6552,208,0.41866028708133973
22660,DOORMAT I LOVE LONDON,2678.96,364,102,9.895098039215686
21781,MA CAMPAGNE CUTLERY BOX,2676.75,169,101,16.795294117647057
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,227,2.2754148471615716
22130,PARTY CONE CHRISTMAS DECORATION,2664.6299999999997,2277,110,1.7685840707964602
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2663.62,926,104,5.342844036697247
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2663.5399999999995,1604,238,2.0670416666666664
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2655.13,801,227,3.511538461538462
22902,TOTE BAG I LOVE LONDON,2650.08,1296,136,2.659202898550725
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,102,3.129326923076923
22792,FLUTED ANTIQUE CANDLE HOLDER,2643.33,2809,206,1.1501442307692307
22241,GARLAND WOODEN HAPPY EASTER,2641.93,1978,239,1.6061065573770492
35961,FOLKART ZINC HEART CHRISTMAS DEC,2640.8599999999997,2999,244,1.13184
82600,N0 SINGING METAL SIGN,2639.42,1225,49,2.673673469387755
23054,RECYCLED ACAPULCO MAT LAVENDER,2621.43,297,130,9.52328244274809
21012,ANTIQUE ALL GLASS CANDLESTICK,2618.25,1171,199,2.310148514851485
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2610.61,1211,232,2.3525531914893616
22700,BLACK AND WHITE DOG BOWL,2608.08,1198,52,2.640754716981132
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2605.5,1710,274,1.8182562277580072
22175,PINK OWL SOFT TOY,2600.13,879,171,3.4561271676300582
22361,GLASS JAR DAISY FRESH COTTON WOOL,2598.23,729,268,4.458929889298894
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2593.53,1904,195,1.6693939393939394
21500,PINK POLKADOT WRAP,2593.0,6350,213,0.4169014084507042
22822,CREAM WALL PLANTER HEART SHAPED,2588.7000000000003,434,158,6.439874213836478
47559B,TEA TIME OVEN GLOVE,2588.65,2080,287,1.4557191780821919
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,122,3.48869918699187
22610,PENS ASSORTED FUNNY FACE,2578.24,9608,216,0.38766055045871556
21735,TWO DOOR CURIO CABINET,2577.45,212,83,12.538554216867471
23534,STOP FOR TEA WALL ART,2572.7,518,41,5.775853658536586
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2570.52,5078,522,0.6106296296296296
23292,SPACEBOY CHILDRENS CUP,2558.82,2051,216,1.5331192660550457
22358,KINGS CHOICE TEA CADDY,2557.1200000000003,700,255,4.3172868217054265
22064,PINK DOUGHNUT TRINKET POT,2556.2,1734,241,2.1388
21452,TOADSTOOL MONEY BOX,2549.11,817,184,3.657795698924731
21078,SET/20 STRAWBERRY PAPER NAPKINS,2540.39,2780,313,1.252075471698113
23131,MISTLETOE HEART WREATH CREAM,2539.63,625,110,4.209642857142858
23424,GINGHAM RECIPE BOOK BOX,2529.42,466,135,6.1776470588235295
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2528.15,1278,153,2.2903144654088052
23681,LUNCH BAG RED VINTAGE DOILY,2526.69,1577,132,1.8646268656716416
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2519.38,518,131,5.353560606060607
22670,FRENCH WC SIGN BLUE METAL,2518.0,1883,301,1.633453947368421
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,114,3.316695652173913
23316,RED REFECTORY CLOCK,2511.59,251,110,11.09900900900901
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,219,2.0876923076923077
22937,BAKING MOULD CHOCOLATE CUPCAKES,2507.14,950,157,2.9238650306748464
22075,6 RIBBONS ELEGANT CHRISTMAS,2503.3399999999997,1800,200,1.7660487804878047
21107,CREAM SLICE FLANNEL PINK SPOT,2501.56,904,97,3.8062376237623763
23367,SET 12 COLOUR PENCILS SPACEBOY,2495.75,3285,282,0.7551903114186851
21903,MAN FLU METAL SIGN,2494.3300000000004,1162,180,2.501098901098901
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,8.513465346534653
23352,ROLL WRAP 50'S RED CHRISTMAS,2462.95,1803,212,1.5092093023255815
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2449.2999999999997,1474,159,1.789753086419753
23489,VINTAGE BELLS GARLAND,2443.35,821,149,3.24283870967742
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2443.04,1484,131,2.8525
22374,AIRLINE BAG VINTAGE JET SET RED,2440.27,549,223,4.765575221238938
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2430.44,939,255,3.1205813953488373
21875,KINGS CHOICE MUG,2429.38,2055,148,1.8340268456375837
23406,HOME SWEET HOME KEY HOLDER,2428.9100000000003,457,111,7.102232142857143
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2428.1800000000003,825,195,3.7531658291457286
22573,STAR WOODEN CHRISTMAS DECORATION,2427.25,2689,221,1.1207174887892377
23265,SET OF 3 WOODEN TREE DECORATIONS,2423.54,1784,293,1.4750473186119872
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2420.34,934,206,3.639333333333333
22811,SET OF 6 T-LIGHTS CACTI,2419.29,881,108,3.8372477064220183
22437,SET OF 9 BLACK SKULL BALLOONS,2418.94,2830,226,1.0158515283842795
21328,BALLOONS  WRITING SET,2418.68,1342,346,2.2403399433427764
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,461,107,6.854074074074074
22167,OVAL WALL MIRROR DIAMANTE,2401.0699999999997,237,156,10.769681528662419
20978,36 PENCILS TUBE SKULLS,2400.05,1799,263,1.614089219330855
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,124,9.261209677419354
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,4.66047619047619
11001,ASSTD DESIGN RACING CAR PEN,2389.44,1615,113,1.89
22440,BALLOON WATER BOMB PACK OF 35,2385.12,6034,154,0.4545061728395061
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2384.9700000000003,581,99,4.653962264150944
20983,12 PENCILS TALL TUBE RED RETROSPOT,2382.46,2746,268,0.9319366197183099
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,99,17.214646464646464
23498,CLASSIC BICYCLE CLIPS,2378.4799999999996,1644,99,1.6500943396226415
21811,HANGING HEART WITH BELL,2376.0499999999997,4620,219,0.9177631578947368
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2375.44,2749,350,0.9976731301939057
84997d,CHILDRENS CUTLERY POLKADOT PINK,2372.33,285,65,8.434477611940297
23535,BICYCLE SAFTEY WALL ART,2371.94,458,39,5.782307692307692
23396,LE JARDIN BOTANIQUE CUSHION COVER,2371.25,566,166,4.746440677966102
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,113,7.21141592920354
22070,SMALL RED RETROSPOT MUG IN BOX,2358.15,949,116,4.210084745762712
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,165,0.41769696969696973
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,83,7.090361445783133
23412,HEART MIRROR ANTIQUE WHITE,2354.8,358,76,7.724415584415584
22548,HEADS AND TAILS SPORTING FUN,2351.44,1977,209,1.4082710280373831
22425,ENAMEL COLANDER CREAM,2346.1200000000003,460,166,5.719939759036144
23437,50'S CHRISTMAS GIFT BAG LARGE,2343.63,1915,129,1.4265891472868217
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,1726,198,3.95715
20977,36 PENCILS TUBE WOODLAND,2331.14,1741,185,1.5090425531914893
16156S,WRAP PINK FAIRY CAKES,2331.0,5800,167,0.4168862275449102
22829,SWEETHEART WIRE WALL TIDY,2315.33,229,109,10.856126126126126
22736,RIBBON REEL MAKING SNOWMEN,2315.25,1233,223,2.374782608695652
22483,RED GINGHAM TEDDY BEAR,2314.7400000000002,774,169,3.5851445086705205
23371,SET 36 COLOUR PENCILS SPACEBOY,2313.53,1712,185,1.50953125
84950,ASSORTED COLOUR T-LIGHT HOLDER,2304.8300000000004,3631,120,0.815
21982,PACK OF 12 SUKI TISSUES,2304.14,7612,359,0.47137466307277626
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2301.31,1051,219,2.551377777777778
23330,DECORATIVE WICKER HEART MEDIUM,2299.47,1804,216,1.3590909090909091
71459,HANGING JAM JAR T-LIGHT HOLDERS,2298.0499999999997,2813,92,1.0443478260869565
85175,CACTI T-LIGHT CANDLES,2292.34,5353,143,0.9815277777777778
22185,SLATE TILE NATURAL HANGING,2291.4399999999996,1510,162,1.9443975903614457
84997b,CHILDRENS CUTLERY RETROSPOT RED,2287.37,273,55,8.623793103448275
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2284.12,1340,154,1.8390909090909089
21813,GARLAND WITH STARS AND BELLS,2280.4700000000003,549,112,4.661504424778761
21896,POTTING SHED TWINE,2279.09,983,110,2.4123008849557523
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2274.0,1456,246,1.9550602409638553
22914,BLUE COAT RACK PARIS FASHION,2266.1600000000003,468,154,5.502820512820513
22983,CARD BILLBOARD FONT,2261.6,5302,443,0.5248648648648648
46000S,POLYESTER FILLER PAD 40x40cm,2256.2,1556,185,1.45
21069,VINTAGE BILLBOARD TEA MUG,2251.77,1950,86,1.7378160919540229
22030,SWALLOWS GREETING CARD,2247.97,5551,274,0.46350180505415156
23252,VINTAGE RED ENAMEL TRIM JUG,2246.61,599,136,4.036978417266187
23093,SMALL PARISIENNE HEART PHOTO FRAME,2244.2200000000003,941,142,2.7840972222222224
23079,TOADSTOOL BEDSIDE LIGHT,2243.35,253,106,8.937155963302752
23326,HANGING MINI COLOURED BOTTLES,2237.71,3443,76,2.6119480519480516
21989,PACK OF 20 SKULL PAPER NAPKINS,2235.65,2412,335,1.1503508771929822
21471,STRAWBERRY RAFFIA FOOD COVER,2228.09,641,163,3.668606060606061
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2222.3799999999997,2482,200,1.0725
