customer_id,recency_days,frequency,monetary,total_items,unique_products,avg_line_revenue,active_months,revenue_per_order,items_per_order,orders_per_active_month,purchased_future,churned,churn_risk_score,risk_tier,recommended_action
13512,170,1,251.21,143,15,16.747333333333334,1,251.21,143.0,1.0,0,1,0.6881535924066274,High Risk,Low-cost win-back email
13513,36,1,205.1,109,10,20.509999999999998,1,205.1,109.0,1.0,0,1,0.6595800375592821,Medium Risk,Standard retention email
13515,26,3,523.96,473,30,14.970285714285716,3,174.65333333333334,157.66666666666666,1.0,1,0,0.4500432655214208,Medium Risk,Loyalty incentive
13516,148,1,146.0,56,7,20.857142857142858,1,146.0,56.0,1.0,1,0,0.7567737362991945,High Risk,Low-cost win-back email
13517,16,2,1612.18,981,99,14.927592592592593,2,806.09,490.5,1.0,1,0,0.39830907172759716,Medium Risk,Standard retention email
13520,47,5,2947.98,1312,40,40.94416666666667,5,589.596,262.4,1.0,1,0,0.13824699282909428,Low Risk,Maintain standard engagement
13523,109,3,2369.24,828,92,23.2278431372549,2,789.7466666666666,276.0,1.5,1,0,0.37405255483234146,Medium Risk,Loyalty incentive
13524,10,3,408.86,187,14,22.714444444444446,3,136.28666666666666,62.333333333333336,1.0,1,0,0.5136065626117019,Medium Risk,Loyalty incentive
13525,157,1,282.88,208,2,141.44,1,282.88,208.0,1.0,1,0,0.7067755629529235,High Risk,Low-cost win-back email
13527,14,4,1366.42,1290,110,10.510923076923078,3,341.605,322.5,1.3333333333333333,1,0,0.18026007935050792,Low Risk,Maintain standard engagement
13529,114,1,181.1,30,7,25.87142857142857,1,181.1,30.0,1.0,1,0,0.6926555447416964,High Risk,Low-cost win-back email
13531,114,2,483.8,174,17,21.990909090909092,2,241.9,87.0,1.0,0,1,0.575302553032449,Medium Risk,Standard retention email
13533,92,3,270.79,204,61,3.563026315789474,2,90.26333333333334,68.0,1.5,0,1,0.694969561263861,High Risk,Low-cost win-back email
13534,17,21,4371.53,2242,101,18.681752136752134,9,208.16809523809522,106.76190476190476,2.3333333333333335,1,0,0.01422909261605413,Low Risk,Maintain standard engagement
13538,3,6,990.75,137,8,49.5375,6,165.125,22.833333333333332,1.0,1,0,0.4885125009589545,Medium Risk,Loyalty incentive
13539,149,2,315.65,231,21,15.03095238095238,2,157.825,115.5,1.0,1,0,0.5459591789617563,Medium Risk,Standard retention email
13544,150,1,122.91,75,42,2.5083673469387753,1,122.91,75.0,1.0,1,0,0.5564706562392625,Medium Risk,Standard retention email
13546,110,1,188.16,109,26,6.9688888888888885,1,188.16,109.0,1.0,1,0,0.6573672068302905,Medium Risk,Standard retention email
13548,5,2,682.41,441,114,5.503306451612903,2,341.205,220.5,1.0,0,1,0.48256548047141495,Medium Risk,Standard retention email
13549,51,5,762.05,411,34,17.722093023255812,3,152.41,82.2,1.6666666666666667,1,0,0.24325071219162647,Low Risk,Maintain standard engagement
13551,228,1,91.80000000000001,12,4,22.950000000000003,1,91.80000000000001,12.0,1.0,0,1,0.8084693261174881,High Risk,Low-cost win-back email
13552,33,9,2762.91,1024,61,36.35407894736842,5,306.99,113.77777777777777,1.8,1,0,0.0768818054881463,Low Risk,Maintain standard engagement
13555,111,2,1590.05,868,55,28.91,1,795.025,434.0,2.0,1,0,0.43958558311347246,Medium Risk,Standard retention email
13557,190,1,240.68,224,16,15.0425,1,240.68,224.0,1.0,1,0,0.6767665443487128,High Risk,Low-cost win-back email
13561,125,1,141.85999999999999,83,14,10.132857142857143,1,141.85999999999999,83.0,1.0,0,1,0.7220167339556417,High Risk,Low-cost win-back email
13562,50,2,1209.73,527,44,22.82509433962264,2,604.865,263.5,1.0,1,0,0.44672481154941523,Medium Risk,Standard retention email
13563,49,1,310.88,146,39,7.971282051282051,1,310.88,146.0,1.0,1,0,0.5344826917489547,Medium Risk,Standard retention email
13564,53,3,1749.02,661,68,21.07253012048193,2,583.0066666666667,220.33333333333334,1.5,0,1,0.33686300705996836,Medium Risk,Loyalty incentive
13565,243,1,110.17999999999999,78,13,8.475384615384614,1,110.17999999999999,78.0,1.0,1,0,0.7287208258764106,High Risk,Low-cost win-back email
13568,82,1,192.85,70,41,4.382954545454545,1,192.85,70.0,1.0,0,1,0.6107419931243475,Medium Risk,Standard retention email
13569,277,1,118.32,44,23,4.93,1,118.32,44.0,1.0,1,0,0.6867802347833576,High Risk,Low-cost win-back email
13570,152,1,239.49,161,27,8.870000000000001,1,239.49,161.0,1.0,0,1,0.6953000360339625,High Risk,Low-cost win-back email
13571,2,7,1083.83,851,110,6.088932584269663,7,154.83285714285714,121.57142857142857,1.0,1,0,0.15299905945844597,Low Risk,Maintain standard engagement
13572,115,1,1384.25,534,32,41.946969696969695,1,1384.25,534.0,1.0,0,1,0.6231562117699586,Medium Risk,Standard retention email
13573,162,1,31.770000000000003,10,3,10.590000000000002,1,31.770000000000003,10.0,1.0,1,0,0.6256084902691709,Medium Risk,Standard retention email
13575,43,2,218.75,113,13,16.826923076923077,2,109.375,56.5,1.0,1,0,0.5337575721247859,Medium Risk,Standard retention email
13576,6,13,4840.9400000000005,1811,41,69.15628571428572,10,372.38000000000005,139.30769230769232,1.3,1,0,0.03433557893099881,Low Risk,Maintain standard engagement
13577,2,3,1193.8,597,49,17.817910447761193,3,397.93333333333334,199.0,1.0,1,0,0.35844653236821034,Medium Risk,Loyalty incentive
13579,278,1,164.70000000000002,46,9,18.3,1,164.70000000000002,46.0,1.0,1,0,0.7303495737397117,High Risk,Low-cost win-back email
13581,218,1,118.0,30,10,11.8,1,118.0,30.0,1.0,0,1,0.7647449490981701,High Risk,Low-cost win-back email
13583,65,1,781.03,725,53,14.736415094339621,1,781.03,725.0,1.0,0,1,0.5485305489102213,Medium Risk,Standard retention email
13584,215,1,142.4,37,24,5.933333333333334,1,142.4,37.0,1.0,0,1,0.7168085906273773,High Risk,Low-cost win-back email
13588,9,4,1420.72,1648,101,13.660769230769231,4,355.18,412.0,1.0,1,0,0.27103195173763517,Low Risk,Maintain standard engagement
13589,88,1,147.0,28,9,16.333333333333332,1,147.0,28.0,1.0,1,0,0.6591256024624246,Medium Risk,Standard retention email
13590,60,4,1116.38,900,46,21.889803921568628,4,279.095,225.0,1.0,1,0,0.29526114572297174,Low Risk,Maintain standard engagement
13591,113,2,776.23,263,36,20.427105263157895,2,388.115,131.5,1.0,1,0,0.45630351019574816,Medium Risk,Standard retention email
13592,115,3,205.51,71,12,15.808461538461538,2,68.50333333333333,23.666666666666668,1.5,1,0,0.6677643279097383,High Risk,Low-cost win-back email
13593,17,5,2037.0800000000002,731,77,15.914687500000001,4,407.41600000000005,146.2,1.25,0,1,0.16042968297264146,Low Risk,Maintain standard engagement
13599,66,8,2313.84,1531,71,26.90511627906977,6,289.23,191.375,1.3333333333333333,1,0,0.05403506534030002,Low Risk,Maintain standard engagement
13600,221,1,219.52,324,19,11.553684210526317,1,219.52,324.0,1.0,0,1,0.7178753651387998,High Risk,Low-cost win-back email
13601,120,1,373.2,275,41,8.885714285714286,1,373.2,275.0,1.0,1,0,0.5649877179875108,Medium Risk,Standard retention email
13606,152,2,250.42,243,37,6.2604999999999995,2,125.21,121.5,1.0,1,0,0.4723592288159325,Medium Risk,Standard retention email
13610,19,5,776.21,372,140,4.592958579881657,5,155.24200000000002,74.4,1.0,1,0,0.19101556893698632,Low Risk,Maintain standard engagement
13611,80,2,636.72,420,31,19.8975,2,318.36,210.0,1.0,1,0,0.49552423883767005,Medium Risk,Standard retention email
13614,73,2,794.98,247,82,8.833111111111112,2,397.49,123.5,1.0,1,0,0.4203329398527508,Medium Risk,Standard retention email
13615,228,1,417.69,189,23,18.160434782608696,1,417.69,189.0,1.0,0,1,0.7270102348488457,High Risk,Low-cost win-back email
13617,22,2,365.7,188,23,13.060714285714285,2,182.85,94.0,1.0,1,0,0.4258393721969769,Medium Risk,Standard retention email
13618,83,1,177.34,246,13,13.641538461538461,1,177.34,246.0,1.0,0,1,0.6127667842170781,Medium Risk,Standard retention email
13621,26,1,213.85,343,19,11.255263157894737,1,213.85,343.0,1.0,0,1,0.5804888503261124,Medium Risk,Standard retention email
13623,119,4,551.92,150,61,8.62375,4,137.98,37.5,1.0,1,0,0.5211912439482983,Medium Risk,Loyalty incentive
13626,162,1,257.23,209,19,13.53842105263158,1,257.23,209.0,1.0,0,1,0.6796739786488719,High Risk,Low-cost win-back email
13627,85,3,1027.0,775,62,16.046875,3,342.3333333333333,258.3333333333333,1.0,1,0,0.2878703224006788,Low Risk,Maintain standard engagement
13629,8,8,5718.36,3222,27,114.3672,7,714.795,402.75,1.1428571428571428,1,0,0.05689276166404684,Low Risk,Maintain standard engagement
13630,15,5,1361.46,973,49,22.319016393442624,4,272.29200000000003,194.6,1.25,1,0,0.15569421871062986,Low Risk,Maintain standard engagement
13631,9,11,3070.42,467,6,279.1290909090909,5,279.1290909090909,42.45454545454545,2.2,0,1,0.32460401417199536,Low Risk,Maintain standard engagement
13632,83,3,814.6,316,70,9.583529411764706,2,271.53333333333336,105.33333333333333,1.5,1,0,0.4273509651990667,Medium Risk,Loyalty incentive
13634,15,3,783.77,351,73,8.42763440860215,3,261.25666666666666,117.0,1.0,1,0,0.2749019950154956,Low Risk,Maintain standard engagement
13636,31,4,646.55,339,36,15.76951219512195,4,161.6375,84.75,1.0,1,0,0.3909795354967227,Medium Risk,Loyalty incentive
13637,96,2,684.85,354,75,7.363978494623656,2,342.425,177.0,1.0,1,0,0.44535258983532183,Medium Risk,Standard retention email
13642,125,1,354.8,173,57,5.375757575757576,1,354.8,173.0,1.0,0,1,0.5665449038719287,Medium Risk,Standard retention email
13643,8,2,259.40000000000003,126,13,18.528571428571432,2,129.70000000000002,63.0,1.0,1,0,0.5089681005551964,Medium Risk,Standard retention email
13644,15,1,851.09,659,48,17.731041666666666,1,851.09,659.0,1.0,1,0,0.4959563883436597,Medium Risk,Standard retention email
13645,29,1,252.1,158,5,50.42,1,252.1,158.0,1.0,0,1,0.6461099542841404,Medium Risk,Standard retention email
13647,84,2,803.86,441,33,24.35939393939394,2,401.93,220.5,1.0,1,0,0.4855933790244893,Medium Risk,Standard retention email
13649,166,2,346.6,139,23,15.069565217391306,2,173.3,69.5,1.0,0,1,0.6595836779960828,Medium Risk,Standard retention email
13650,116,2,745.52,284,33,20.70888888888889,2,372.76,142.0,1.0,1,0,0.48760592642922007,Medium Risk,Standard retention email
13652,166,2,638.24,290,33,16.79578947368421,2,319.12,145.0,1.0,1,0,0.5321602625924546,Medium Risk,Standard retention email
13654,54,4,1714.27,1532,100,15.727247706422018,4,428.5675,383.0,1.0,1,0,0.25199679847354894,Low Risk,Maintain standard engagement
13655,23,2,932.97,605,52,16.66017857142857,2,466.485,302.5,1.0,0,1,0.45787660397129526,Medium Risk,Standard retention email
13656,74,2,379.65,490,49,7.747959183673469,2,189.825,245.0,1.0,0,1,0.5141072716286367,Medium Risk,Standard retention email
13657,111,1,152.34,132,9,16.926666666666666,1,152.34,132.0,1.0,1,0,0.6485590153534445,Medium Risk,Standard retention email
13658,113,1,933.3,300,32,29.165625,1,933.3,300.0,1.0,1,0,0.6403974353918909,Medium Risk,Standard retention email
13659,115,2,1573.2,894,92,15.126923076923077,2,786.6,447.0,1.0,0,1,0.4604597994273149,Medium Risk,Standard retention email
13662,121,2,532.94,363,33,15.226857142857144,2,266.47,181.5,1.0,1,0,0.5013724415488631,Medium Risk,Standard retention email
13663,88,1,189.47,91,13,14.574615384615385,1,189.47,91.0,1.0,0,1,0.6650631616959616,High Risk,Low-cost win-back email
13666,196,2,64.05,37,8,8.00625,1,32.025,18.5,2.0,1,0,0.5667030027230588,Medium Risk,Standard retention email
13667,58,1,305.02,154,82,3.505977011494253,1,305.02,154.0,1.0,0,1,0.5650035174791279,Medium Risk,Standard retention email
13668,22,16,4934.87,2952,218,14.86406626506024,9,308.429375,184.5,1.7777777777777777,1,0,0.010670327664406653,Low Risk,Maintain standard engagement
13669,59,1,48.150000000000006,13,3,16.05,1,48.150000000000006,13.0,1.0,1,0,0.5116422113455168,Medium Risk,Standard retention email
13672,210,2,186.39000000000001,57,4,31.065,2,93.19500000000001,28.5,1.0,0,1,0.7975753462771551,High Risk,Low-cost win-back email
13675,60,2,486.82000000000005,330,25,19.472800000000003,2,243.41000000000003,165.0,1.0,0,1,0.5118878767387945,Medium Risk,Standard retention email
13678,61,1,232.6,924,16,14.5375,1,232.6,924.0,1.0,0,1,0.6484813539823935,Medium Risk,Standard retention email
13680,247,2,2391.59,1195,69,34.16557142857143,1,1195.795,597.5,2.0,1,0,0.4093127437226354,Medium Risk,Standard retention email
13681,64,1,203.46,96,13,15.650769230769232,1,203.46,96.0,1.0,1,0,0.6110964752431276,Medium Risk,Standard retention email
13682,96,1,59.5,10,3,19.833333333333332,1,59.5,10.0,1.0,0,1,0.7094104767204175,High Risk,Low-cost win-back email
13684,195,1,67.23,39,29,2.241,1,67.23,39.0,1.0,0,1,0.7017349473951683,High Risk,Low-cost win-back email
13686,92,1,72.0,70,8,9.0,1,72.0,70.0,1.0,0,1,0.7032596376111422,High Risk,Low-cost win-back email
13692,123,2,871.58,735,32,27.236875,2,435.79,367.5,1.0,1,0,0.5019936323585855,Medium Risk,Standard retention email
13694,16,39,45911.64,48830,309,103.17222471910112,9,1177.2215384615386,1252.051282051282,4.333333333333333,1,0,0.03022547058761539,Low Risk,Maintain standard engagement
13695,7,12,1767.07,1174,35,27.61046875,7,147.25583333333333,97.83333333333333,1.7142857142857142,1,0,0.051621743002559596,Low Risk,Maintain standard engagement
13699,64,1,308.58000000000004,66,14,22.041428571428575,1,308.58000000000004,66.0,1.0,0,1,0.6940735926430024,High Risk,Low-cost win-back email
13700,2,8,1651.26,2018,138,9.224916201117319,5,206.4075,252.25,1.6,1,0,0.07388222273554677,Low Risk,Maintain standard engagement
13703,227,1,99.5,10,1,99.5,1,99.5,10.0,1.0,0,1,0.8165353174239177,High Risk,Low-cost win-back email
13705,54,2,522.68,237,20,24.88952380952381,2,261.34,118.5,1.0,1,0,0.5004163819220967,Medium Risk,Standard retention email
13706,212,1,330.79,189,20,16.5395,1,330.79,189.0,1.0,0,1,0.7191923056680275,High Risk,Low-cost win-back email
13707,176,2,806.41,351,48,16.800208333333334,2,403.205,175.5,1.0,0,1,0.5707071965826948,Medium Risk,Standard retention email
13708,180,1,296.88,306,49,5.821176470588235,1,296.88,306.0,1.0,0,1,0.646102566599729,Medium Risk,Standard retention email
13709,11,5,2939.21,1898,125,17.391775147928993,3,587.842,379.6,1.6666666666666667,1,0,0.11689359068842615,Low Risk,Maintain standard engagement
13711,128,2,252.06,140,11,19.38923076923077,1,126.03,70.0,2.0,0,1,0.7273339774733606,High Risk,Low-cost win-back email
13712,156,1,228.84,352,10,22.884,1,228.84,352.0,1.0,0,1,0.690685363411214,High Risk,Low-cost win-back email
13715,190,5,1079.34,563,89,10.279428571428571,3,215.868,112.6,1.6666666666666667,0,1,0.39613732852730676,Medium Risk,Loyalty incentive
13716,178,1,138.28,138,21,6.584761904761905,1,138.28,138.0,1.0,0,1,0.7033094462251519,High Risk,Low-cost win-back email
13717,38,4,955.99,1567,64,13.464647887323943,4,238.9975,391.75,1.0,1,0,0.23301233525471057,Low Risk,Maintain standard engagement
13718,155,2,306.55,173,9,25.545833333333334,2,153.275,86.5,1.0,0,1,0.6786603496891822,High Risk,Low-cost win-back email
13719,114,2,338.74,186,19,16.937,2,169.37,93.0,1.0,1,0,0.5631914000077126,Medium Risk,Standard retention email
13720,25,4,799.9,501,42,18.60232558139535,4,199.975,125.25,1.0,0,1,0.3203320691962515,Low Risk,Maintain standard engagement
13722,40,3,2375.41,1401,75,27.945999999999998,2,791.8033333333333,467.0,1.5,0,1,0.42545299709966505,Medium Risk,Loyalty incentive
13723,126,1,199.85000000000002,43,6,33.30833333333334,1,199.85000000000002,43.0,1.0,0,1,0.7663716093770295,High Risk,Low-cost win-back email
13725,78,7,1865.7,724,86,19.638947368421054,4,266.5285714285714,103.42857142857143,1.75,1,0,0.09199727900334924,Low Risk,Maintain standard engagement
13726,10,1,292.68,384,23,12.725217391304348,1,292.68,384.0,1.0,1,0,0.5388195631966207,Medium Risk,Standard retention email
13728,16,5,797.02,354,29,15.9404,5,159.404,70.8,1.0,1,0,0.321819920603334,Low Risk,Maintain standard engagement
13730,45,2,752.6,488,38,17.50232558139535,1,376.3,244.0,2.0,0,1,0.5369698686834068,Medium Risk,Standard retention email
13731,128,2,610.59,278,36,16.068157894736842,2,305.295,139.0,1.0,0,1,0.5295295720092601,Medium Risk,Standard retention email
13735,85,2,1409.69,719,88,13.820490196078431,2,704.845,359.5,1.0,1,0,0.40355494561674976,Medium Risk,Standard retention email
13736,169,1,357.53,228,73,4.704342105263158,1,357.53,228.0,1.0,1,0,0.5910624640459593,Medium Risk,Standard retention email
13737,109,1,339.59999999999997,125,29,11.319999999999999,1,339.59999999999997,125.0,1.0,0,1,0.6817314936324055,High Risk,Low-cost win-back email
13740,150,1,350.75,425,23,15.25,1,350.75,425.0,1.0,0,1,0.7135349717664254,High Risk,Low-cost win-back email
13741,93,2,363.13,143,20,18.1565,2,181.565,71.5,1.0,1,0,0.6054966113051968,Medium Risk,Standard retention email
13742,71,10,2648.7200000000003,971,163,10.033030303030303,5,264.872,97.1,2.0,1,0,0.10235010689763509,Low Risk,Maintain standard engagement
13743,17,5,912.1199999999999,1212,8,30.403999999999996,4,182.42399999999998,242.4,1.25,1,0,0.3139991440742613,Low Risk,Maintain standard engagement
13744,4,2,1156.36,1249,54,16.060555555555553,2,578.18,624.5,1.0,0,1,0.48587384331708194,Medium Risk,Standard retention email
13745,71,1,300.04,496,25,12.001600000000002,1,300.04,496.0,1.0,0,1,0.6344809598495932,Medium Risk,Standard retention email
13747,283,1,79.6,8,1,79.6,1,79.6,8.0,1.0,0,1,0.8000592926042365,High Risk,Low-cost win-back email
13748,5,5,948.25,439,24,33.86607142857143,3,189.65,87.8,1.6666666666666667,0,1,0.3501927647339072,Medium Risk,Loyalty incentive
13750,49,4,1316.63,431,16,69.2963157894737,4,329.1575,107.75,1.0,1,0,0.25060387326553396,Low Risk,Maintain standard engagement
13751,197,1,296.25,152,9,32.916666666666664,1,296.25,152.0,1.0,0,1,0.7291780586367677,High Risk,Low-cost win-back email
13752,33,6,1186.28,876,64,15.608947368421052,5,197.71333333333334,146.0,1.2,0,1,0.15585697243596705,Low Risk,Maintain standard engagement
13753,196,1,741.26,512,35,21.178857142857144,1,741.26,512.0,1.0,0,1,0.64846916000931,Medium Risk,Standard retention email
13754,61,2,282.59999999999997,214,11,23.549999999999997,2,141.29999999999998,107.0,1.0,0,1,0.5748840148894245,Medium Risk,Standard retention email
13756,2,8,2972.3300000000004,1843,55,32.66296703296704,6,371.54125000000005,230.375,1.3333333333333333,1,0,0.0370353819647064,Low Risk,Maintain standard engagement
13758,110,5,2351.52,1493,87,24.75284210526316,4,470.304,298.6,1.25,1,0,0.1829370847659686,Low Risk,Maintain standard engagement
13760,165,1,135.09,96,28,4.824642857142857,1,135.09,96.0,1.0,1,0,0.6750743727952718,High Risk,Low-cost win-back email
13761,89,1,491.71000000000004,224,32,15.365937500000001,1,491.71000000000004,224.0,1.0,1,0,0.5780249809982957,Medium Risk,Standard retention email
13762,128,1,306.72,272,7,43.81714285714286,1,306.72,272.0,1.0,0,1,0.7293668570381516,High Risk,Low-cost win-back email
13764,53,2,945.63,590,123,6.852391304347826,2,472.815,295.0,1.0,1,0,0.38167226975204865,Medium Risk,Standard retention email
13767,18,28,9676.37,3933,50,34.435480427046265,8,345.5846428571429,140.46428571428572,3.5,1,0,0.014713858605456022,Low Risk,Maintain standard engagement
13769,1,8,2176.62,856,61,21.55069306930693,7,272.0775,107.0,1.1428571428571428,1,0,0.06642702974572812,Low Risk,Maintain standard engagement
13771,108,2,1464.8500000000001,825,65,20.926428571428573,2,732.4250000000001,412.5,1.0,1,0,0.40609364805921166,Medium Risk,Standard retention email
13772,6,2,686.22,309,96,6.47377358490566,2,343.11,154.5,1.0,1,0,0.4738361511737956,Medium Risk,Standard retention email
13777,38,24,12360.24,5959,35,103.86756302521009,9,515.01,248.29166666666666,2.6666666666666665,1,0,0.03999723783015938,Low Risk,Maintain standard engagement
13778,12,1,178.7,70,9,19.855555555555554,1,178.7,70.0,1.0,0,1,0.6836635520422201,High Risk,Low-cost win-back email
13780,80,1,116.28000000000002,173,9,12.920000000000002,1,116.28000000000002,173.0,1.0,1,0,0.6096629107719831,Medium Risk,Standard retention email
13781,160,1,127.84,30,17,7.5200000000000005,1,127.84,30.0,1.0,0,1,0.7108914590408303,High Risk,Low-cost win-back email
13782,34,3,487.93,186,59,7.86983870967742,3,162.64333333333335,62.0,1.0,1,0,0.3286043515223064,Low Risk,Maintain standard engagement
13784,4,9,2124.15,2265,9,78.67222222222223,7,236.01666666666668,251.66666666666666,1.2857142857142858,1,0,0.10310826292134671,Low Risk,Maintain standard engagement
13786,276,1,230.39999999999998,136,7,32.91428571428571,1,230.39999999999998,136.0,1.0,0,1,0.7285351444161065,High Risk,Low-cost win-back email
13787,273,1,106.4,56,7,15.200000000000001,1,106.4,56.0,1.0,1,0,0.7515885516971565,High Risk,Low-cost win-back email
13791,37,2,1516.0,1200,7,137.8181818181818,2,758.0,600.0,1.0,0,1,0.684554186159994,High Risk,Priority reactivation campaign
13792,196,1,74.60000000000001,28,4,18.650000000000002,1,74.60000000000001,28.0,1.0,1,0,0.7844779554485178,High Risk,Low-cost win-back email
13798,2,42,29161.14,18304,95,112.59127413127413,10,694.3128571428572,435.8095238095238,4.2,1,0,0.022914126762621535,Low Risk,Maintain standard engagement
13799,26,2,688.86,402,32,17.663076923076922,2,344.43,201.0,1.0,0,1,0.4912937784264662,Medium Risk,Standard retention email
13800,219,1,558.32,331,33,16.91878787878788,1,558.32,331.0,1.0,0,1,0.7208762607604944,High Risk,Priority reactivation campaign
13802,48,3,4599.42,2572,55,76.657,3,1533.14,857.3333333333334,1.0,0,1,0.3798286309743419,Medium Risk,Loyalty incentive
13803,164,1,277.07,121,17,16.298235294117646,1,277.07,121.0,1.0,0,1,0.693455586122227,High Risk,Low-cost win-back email
13804,6,4,1543.41,935,81,17.53875,3,385.8525,233.75,1.3333333333333333,1,0,0.24928976250856044,Low Risk,Maintain standard engagement
13805,38,1,500.24,728,6,83.37333333333333,1,500.24,728.0,1.0,1,0,0.6552554822390653,Medium Risk,Standard retention email
13807,276,1,112.6,36,7,16.085714285714285,1,112.6,36.0,1.0,0,1,0.7702401580076234,High Risk,Low-cost win-back email
13808,3,2,723.1,324,33,20.66,1,361.55,162.0,2.0,1,0,0.5009290361675721,Medium Risk,Standard retention email
13809,214,1,155.05,29,11,12.920833333333334,1,155.05,29.0,1.0,0,1,0.7647856573136588,High Risk,Low-cost win-back email
13811,93,3,814.5,68,7,62.65384615384615,2,271.5,22.666666666666668,1.5,0,1,0.6418841946466212,Medium Risk,Loyalty incentive
13812,14,1,278.74,191,20,13.937000000000001,1,278.74,191.0,1.0,1,0,0.51147967649973,Medium Risk,Standard retention email
13813,44,1,385.14,177,17,22.65529411764706,1,385.14,177.0,1.0,1,0,0.5976240688247857,Medium Risk,Standard retention email
13814,1,2,1579.12,864,37,27.703859649122805,2,789.56,432.0,1.0,0,1,0.5364551500337122,Medium Risk,Standard retention email
13815,81,2,2977.75,1965,110,21.895220588235293,2,1488.875,982.5,1.0,1,0,0.3176292699838569,Low Risk,Maintain standard engagement
13817,261,1,128.7,63,9,14.299999999999999,1,128.7,63.0,1.0,1,0,0.7580154100162563,High Risk,Low-cost win-back email
13819,211,3,1140.35,1109,26,31.676388888888887,2,380.1166666666666,369.6666666666667,1.5,0,1,0.4796986666960849,Medium Risk,Loyalty incentive
13821,54,2,385.64,153,51,6.536271186440678,2,192.82,76.5,1.0,0,1,0.5148297404798968,Medium Risk,Standard retention email
13823,1,1,650.42,325,26,25.016153846153845,1,650.42,325.0,1.0,1,0,0.5853479166081198,Medium Risk,Standard retention email
13824,45,4,1429.84,660,26,39.717777777777776,4,357.46,165.0,1.0,1,0,0.2533972205653639,Low Risk,Maintain standard engagement
13826,85,1,189.5,82,10,18.95,1,189.5,82.0,1.0,0,1,0.7058920341995192,High Risk,Low-cost win-back email
13827,43,2,300.76,95,59,4.930491803278688,1,150.38,47.5,2.0,1,0,0.5159787702548978,Medium Risk,Standard retention email
13831,48,4,1455.3899999999999,517,57,22.740468749999998,3,363.84749999999997,129.25,1.3333333333333333,1,0,0.2580083013159957,Low Risk,Maintain standard engagement
13833,68,1,384.8,118,28,13.26896551724138,1,384.8,118.0,1.0,0,1,0.6508009671125253,Medium Risk,Standard retention email
13835,64,2,537.34,291,28,15.804117647058824,2,268.67,145.5,1.0,1,0,0.4662430543765595,Medium Risk,Standard retention email
13837,121,2,271.24,183,17,14.275789473684211,2,135.62,91.5,1.0,0,1,0.5999195114003022,Medium Risk,Standard retention email
13838,27,3,479.59,169,106,4.0301680672268905,2,159.86333333333332,56.333333333333336,1.5,1,0,0.4066155081097472,Medium Risk,Loyalty incentive
13841,162,1,85.0,100,1,85.0,1,85.0,100.0,1.0,0,1,0.7859682798553893,High Risk,Low-cost win-back email
13842,65,7,2165.27,893,96,16.403560606060605,7,309.32428571428574,127.57142857142857,1.0,1,0,0.08770111502891798,Low Risk,Maintain standard engagement
13846,151,2,663.9300000000001,345,43,15.440232558139536,2,331.96500000000003,172.5,1.0,1,0,0.5012054002788253,Medium Risk,Standard retention email
13848,1,3,1255.0,3700,3,251.0,3,418.3333333333333,1233.3333333333333,1.0,0,1,0.5994829832018237,Medium Risk,Loyalty incentive
13849,80,1,593.5799999999999,332,38,15.620526315789471,1,593.5799999999999,332.0,1.0,1,0,0.5730533657057487,Medium Risk,Standard retention email
13850,38,1,1595.48,944,93,17.155698924731183,1,1595.48,944.0,1.0,0,1,0.5597119760261613,Medium Risk,Standard retention email
13851,5,3,2651.46,1705,77,32.73407407407407,3,883.82,568.3333333333334,1.0,0,1,0.39930532588727813,Medium Risk,Loyalty incentive
13854,1,20,6469.16,1812,35,72.68719101123595,9,323.45799999999997,90.6,2.2222222222222223,1,0,0.04711449985937881,Low Risk,Maintain standard engagement
13856,78,3,388.5,494,10,27.75,2,129.5,164.66666666666666,1.5,0,1,0.6286028526534077,Medium Risk,Loyalty incentive
13859,235,1,201.16,129,27,7.184285714285714,1,201.16,129.0,1.0,0,1,0.7053271154161184,High Risk,Low-cost win-back email
13862,17,6,1781.3,1277,77,16.19363636363636,6,296.8833333333333,212.83333333333334,1.0,1,0,0.08393728967960247,Low Risk,Maintain standard engagement
13863,157,1,305.78,224,20,15.288999999999998,1,305.78,224.0,1.0,0,1,0.6753838858337573,High Risk,Low-cost win-back email
13865,46,3,383.34000000000003,154,23,16.66695652173913,3,127.78000000000002,51.333333333333336,1.0,1,0,0.47337306660935496,Medium Risk,Loyalty incentive
13867,127,1,138.85,31,8,17.35625,1,138.85,31.0,1.0,1,0,0.7607052655406301,High Risk,Low-cost win-back email
13869,32,4,3104.95,1721,234,10.11384364820847,4,776.2375,430.25,1.0,0,1,0.3205196231389843,Low Risk,Maintain standard engagement
13870,11,5,2179.4700000000003,1058,82,24.766704545454548,4,435.89400000000006,211.6,1.25,1,0,0.14624651371629938,Low Risk,Maintain standard engagement
13871,1,9,4612.64,1950,120,18.827102040816328,8,512.5155555555556,216.66666666666666,1.125,1,0,0.03305276333258798,Low Risk,Maintain standard engagement
13873,29,3,389.6,140,21,16.93913043478261,3,129.86666666666667,46.666666666666664,1.0,0,1,0.5362791789155241,Medium Risk,Loyalty incentive
13874,267,1,540.45,180,18,30.025000000000002,1,540.45,180.0,1.0,0,1,0.7018576001516689,High Risk,Priority reactivation campaign
