customer_id,first_purchase,last_purchase,total_orders,total_items,total_revenue,avg_line_revenue,unique_products,active_months,country,recency_days,customer_lifetime_days,orders_per_active_month,revenue_per_order,items_per_order
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,282,349.7,13.988,25,1,United Kingdom,75,1,1.0,349.7,282.0
13672,2011-01-11 13:54:00,2011-02-11 13:53:00,2,57,186.39000000000001,31.065,4,2,United Kingdom,301,31,1.0,93.19500000000001,28.5
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2,119,396.92,6.106461538461539,47,1,United Kingdom,19,14,2.0,198.46,59.5
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,330,486.82000000000005,19.472800000000003,25,2,United Kingdom,151,134,1.0,243.41000000000003,165.0
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,924,232.6,14.5375,16,1,United Kingdom,152,1,1.0,232.6,924.0
13680,2011-01-04 14:12:00,2011-12-08 13:47:00,4,1936,3722.42,19.089333333333332,164,3,United Kingdom,1,338,1.3333333333333333,930.605,484.0
13681,2011-07-07 15:21:00,2011-11-22 11:13:00,4,360,827.83,14.523333333333333,37,3,United Kingdom,18,138,1.3333333333333333,206.9575,90.0
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,10,59.5,19.833333333333332,3,1,United Kingdom,187,1,1.0,59.5,10.0
13684,2011-02-27 10:13:00,2011-02-27 10:13:00,1,39,67.23,2.241,29,1,United Kingdom,286,1,1.0,67.23,39.0
13685,2011-10-10 12:59:00,2011-12-07 11:41:00,7,5056,3119.44,79.98564102564103,29,2,United Kingdom,3,58,3.5,445.63428571428574,722.2857142857143
13686,2011-06-10 09:10:00,2011-06-10 09:10:00,1,70,72.0,9.0,8,1,United Kingdom,183,1,1.0,72.0,70.0
13689,2011-10-07 13:21:00,2011-10-07 13:21:00,1,512,910.0,151.66666666666666,6,1,United Kingdom,63,1,1.0,910.0,512.0
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,67,172.25,19.13888888888889,9,1,United Kingdom,59,1,1.0,172.25,67.0
13692,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1226,1488.32,28.081509433962264,48,3,United Kingdom,25,212,1.0,496.1066666666666,408.6666666666667
13694,2010-12-01 12:12:00,2011-12-06 09:32:00,50,63312,65039.62,114.50637323943663,366,13,United Kingdom,4,370,3.8461538461538463,1300.7924,1266.24
13695,2011-03-25 11:31:00,2011-11-08 14:26:00,15,1603,2504.13,27.823666666666668,46,9,United Kingdom,31,229,1.6666666666666667,166.942,106.86666666666666
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,177,151.29999999999998,12.608333333333333,12,1,United Kingdom,39,1,1.0,151.29999999999998,177.0
13699,2011-07-07 16:51:00,2011-07-07 16:51:00,1,66,308.58000000000004,22.041428571428575,14,1,United Kingdom,155,1,1.0,308.58000000000004,66.0
13700,2011-01-16 13:18:00,2011-11-13 13:00:00,10,2304,2265.12,11.498071065989848,139,7,United Kingdom,26,301,1.4285714285714286,226.512,230.4
13703,2011-01-25 13:10:00,2011-01-25 13:10:00,1,10,99.5,99.5,1,1,United Kingdom,318,1,1.0,99.5,10.0
13704,2011-09-12 14:40:00,2011-12-04 15:13:00,9,1531,2308.06,17.224328358208954,111,4,United Kingdom,5,84,2.25,256.4511111111111,170.11111111111111
13705,2010-12-01 10:29:00,2011-12-02 12:32:00,3,363,711.86,25.423571428571428,25,3,United Kingdom,8,367,1.0,237.28666666666666,121.0
13706,2011-02-10 09:21:00,2011-02-10 09:21:00,1,189,330.79,16.5395,20,1,United Kingdom,303,1,1.0,330.79,189.0
13707,2011-01-28 13:27:00,2011-03-17 18:03:00,2,351,806.41,16.800208333333334,48,2,United Kingdom,267,49,1.0,403.205,175.5
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,306,296.88,5.821176470588235,49,1,United Kingdom,271,1,1.0,296.88,306.0
13709,2011-01-28 14:57:00,2011-12-06 10:28:00,13,3516,6328.05,18.833482142857143,244,6,United Kingdom,4,312,2.1666666666666665,486.7730769230769,270.46153846153845
13710,2011-11-08 08:16:00,2011-11-08 08:16:00,1,176,180.48,22.56,8,1,United Kingdom,32,1,1.0,180.48,176.0
13711,2011-05-05 10:29:00,2011-05-05 10:31:00,2,140,252.06,19.38923076923077,11,1,United Kingdom,219,1,2.0,126.03,70.0
13712,2011-04-07 12:33:00,2011-04-07 12:33:00,1,352,228.84,22.884,10,1,United Kingdom,247,1,1.0,228.84,352.0
13715,2010-12-02 08:52:00,2011-03-03 19:21:00,5,563,1079.34,10.279428571428571,89,3,United Kingdom,281,92,1.6666666666666667,215.868,112.6
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138,138.28,6.584761904761905,21,1,United Kingdom,269,1,1.0,138.28,138.0
13717,2011-02-14 13:21:00,2011-11-07 14:13:00,6,1959,1445.01,14.166764705882352,92,6,United Kingdom,32,267,1.0,240.835,326.5
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,173,306.55,25.545833333333334,9,2,United Kingdom,246,50,1.0,153.275,86.5
13719,2011-04-19 13:56:00,2011-11-24 15:26:00,5,609,1041.68,17.361333333333334,56,4,United Kingdom,15,220,1.25,208.336,121.8
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,501,799.9,18.60232558139535,42,4,United Kingdom,117,139,1.0,199.975,125.25
13721,2011-11-03 14:05:00,2011-11-03 14:05:00,1,316,524.14,18.719285714285714,28,1,United Kingdom,36,1,1.0,524.14,316.0
13722,2011-03-02 11:43:00,2011-07-31 12:44:00,3,1401,2375.41,27.945999999999998,75,2,United Kingdom,132,152,1.5,791.8033333333333,467.0
13723,2011-05-06 17:04:00,2011-05-06 17:04:00,1,43,199.85000000000002,33.30833333333334,6,1,United Kingdom,217,1,1.0,199.85000000000002,43.0
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,806,1980.56,19.043846153846154,95,5,United Kingdom,50,259,1.6,247.57,100.75
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1054,1079.6599999999999,25.70619047619047,39,2,United Kingdom,39,62,1.0,539.8299999999999,527.0
13727,2011-11-06 12:16:00,2011-11-11 09:46:00,2,162,333.48,16.674,19,1,United Kingdom,29,5,2.0,166.74,81.0
13728,2011-02-02 12:09:00,2011-11-03 10:49:00,6,458,1016.14,16.12920634920635,38,6,United Kingdom,37,274,1.0,169.35666666666665,76.33333333333333
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,488,752.6,17.50232558139535,38,1,United Kingdom,136,26,2.0,376.3,244.0
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,278,610.59,16.068157894736842,36,2,United Kingdom,219,28,1.0,305.295,139.0
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,498,491.86,14.904848484848486,33,1,United Kingdom,28,1,1.0,491.86,498.0
13735,2011-04-19 13:49:00,2011-11-15 11:14:00,4,1130,2885.2400000000002,14.72061224489796,158,4,United Kingdom,25,210,1.0,721.3100000000001,282.5
13736,2011-03-24 13:04:00,2011-12-04 15:19:00,2,497,731.9,3.831937172774869,166,2,United Kingdom,5,256,1.0,365.95,248.5
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,125,339.59999999999997,11.319999999999999,29,1,United Kingdom,200,1,1.0,339.59999999999997,125.0
13739,2011-11-21 13:35:00,2011-11-21 13:35:00,1,54,216.9,72.3,3,1,United Kingdom,18,1,1.0,216.9,54.0
13740,2011-04-13 10:32:00,2011-04-13 10:32:00,1,425,350.75,15.25,23,1,United Kingdom,241,1,1.0,350.75,425.0
13741,2011-05-06 13:43:00,2011-09-29 09:19:00,3,218,668.4300000000001,19.65970588235294,34,3,United Kingdom,72,146,1.0,222.81000000000003,72.66666666666667
13742,2011-01-23 14:59:00,2011-11-23 11:07:00,12,1124,3131.02,9.753956386292835,200,7,United Kingdom,17,304,1.7142857142857142,260.91833333333335,93.66666666666667
13743,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1776,1341.6,32.72195121951219,8,6,United Kingdom,3,257,1.1666666666666667,191.65714285714284,253.71428571428572
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1249,1156.36,16.060555555555553,54,2,United Kingdom,95,198,1.0,578.18,624.5
13745,2011-06-30 16:43:00,2011-06-30 16:43:00,1,496,300.04,12.001600000000002,25,1,United Kingdom,162,1,1.0,300.04,496.0
13747,2010-12-01 10:37:00,2010-12-01 10:37:00,1,8,79.6,79.6,1,1,United Kingdom,374,1,1.0,79.6,8.0
13748,2010-12-01 09:00:00,2011-09-05 09:45:00,5,439,948.25,33.86607142857143,24,3,United Kingdom,96,279,1.6666666666666667,189.65,87.8
13750,2011-01-07 11:49:00,2011-10-17 12:16:00,5,516,1647.26,68.63583333333334,20,5,United Kingdom,54,284,1.0,329.452,103.2
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,152,296.25,32.916666666666664,9,1,United Kingdom,288,1,1.0,296.25,152.0
13752,2011-04-07 12:04:00,2011-08-07 14:16:00,6,876,1186.28,15.608947368421052,64,5,United Kingdom,124,123,1.2,197.71333333333334,146.0
13753,2011-02-25 12:48:00,2011-02-25 12:48:00,1,512,741.26,21.178857142857144,35,1,United Kingdom,288,1,1.0,741.26,512.0
13754,2011-01-26 14:58:00,2011-07-11 11:51:00,2,214,282.59999999999997,23.549999999999997,11,2,United Kingdom,152,166,1.0,141.29999999999998,107.0
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,1264,2161.35,6.319736842105263,232,3,United Kingdom,4,60,3.0,240.14999999999998,140.44444444444446
13756,2010-12-07 11:41:00,2011-12-07 16:44:00,14,3188,5189.52,36.54591549295775,66,9,United Kingdom,2,366,1.5555555555555556,370.68,227.71428571428572
13758,2010-12-01 12:08:00,2011-11-28 11:11:00,7,1844,3190.55,27.26965811965812,104,5,United Kingdom,12,362,1.4,455.79285714285714,263.42857142857144
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,287,659.4100000000001,26.376400000000004,24,2,United Kingdom,33,38,1.0,329.70500000000004,143.5
13760,2011-03-28 12:52:00,2011-10-16 16:13:00,2,197,286.79,5.03140350877193,50,2,United Kingdom,54,203,1.0,143.395,98.5
13761,2011-06-13 08:43:00,2011-10-20 14:01:00,2,642,1070.65,15.295000000000002,68,2,United Kingdom,50,130,1.0,535.325,321.0
13762,2011-05-05 09:15:00,2011-05-05 09:15:00,1,272,306.72,43.81714285714286,7,1,United Kingdom,219,1,1.0,306.72,272.0
13763,2011-10-07 15:13:00,2011-10-07 15:13:00,1,728,1714.96,114.33066666666667,15,1,United Kingdom,63,1,1.0,1714.96,728.0
13764,2011-01-06 14:53:00,2011-09-30 12:03:00,3,932,1521.76,7.3161538461538465,183,3,United Kingdom,71,267,1.0,507.25333333333333,310.6666666666667
13767,2010-12-01 10:47:00,2011-12-07 15:00:00,37,7322,17220.36,46.79445652173913,55,12,United Kingdom,2,372,3.0833333333333335,465.41513513513513,197.8918918918919
13769,2010-12-07 13:28:00,2011-12-07 15:08:00,10,1163,2796.51,20.71488888888889,73,9,United Kingdom,2,366,1.1111111111111112,279.651,116.3
13771,2011-04-06 15:47:00,2011-10-06 14:18:00,4,1477,2634.45,22.138235294117646,114,3,United Kingdom,64,183,1.3333333333333333,658.6125,369.25
13772,2011-04-14 12:31:00,2011-11-06 11:43:00,3,546,1132.13,6.396214689265538,141,3,United Kingdom,34,206,1.0,377.3766666666667,182.0
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,192,345.0,15.681818181818182,22,1,United Kingdom,82,1,1.0,345.0,192.0
13777,2010-12-01 16:01:00,2011-12-09 12:25:00,33,12897,25977.16,131.86375634517768,36,13,United Kingdom,1,373,2.5384615384615383,787.1866666666666,390.8181818181818
13778,2011-08-28 15:25:00,2011-08-28 15:25:00,1,70,178.7,19.855555555555554,9,1,United Kingdom,103,1,1.0,178.7,70.0
13780,2011-06-22 11:43:00,2011-12-02 13:49:00,2,318,360.01,6.315964912280702,56,2,United Kingdom,7,164,1.0,180.005,159.0
13781,2011-04-03 12:08:00,2011-04-03 12:08:00,1,30,127.84,7.5200000000000005,17,1,United Kingdom,251,1,1.0,127.84,30.0
13782,2011-01-16 11:08:00,2011-11-27 11:54:00,6,371,912.0,7.930434782608696,96,5,United Kingdom,13,316,1.2,152.0,61.833333333333336
13784,2011-01-11 14:38:00,2011-11-30 09:33:00,11,2493,2462.79,79.44483870967741,9,9,United Kingdom,10,323,1.2222222222222223,223.89,226.63636363636363
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,136,230.39999999999998,32.91428571428571,7,1,United Kingdom,367,1,1.0,230.39999999999998,136.0
13787,2010-12-10 14:45:00,2011-09-25 12:06:00,2,337,309.04,9.969032258064518,24,2,United Kingdom,76,289,1.0,154.52,168.5
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,748,348.8,7.751111111111111,45,1,United Kingdom,4,1,1.0,348.8,748.0
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1200,1516.0,137.8181818181818,7,2,United Kingdom,128,41,1.0,758.0,600.0
13792,2011-02-25 14:03:00,2011-10-04 14:31:00,2,92,195.55,15.042307692307693,13,2,United Kingdom,66,222,1.0,97.775,46.0
13798,2010-12-02 17:24:00,2011-12-08 15:51:00,57,23948,37153.85,106.4580229226361,113,13,United Kingdom,1,371,4.384615384615385,651.8219298245614,420.140350877193
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,402,688.86,17.663076923076922,32,2,United Kingdom,117,178,1.0,344.43,201.0
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,331,558.32,16.91878787878788,33,1,United Kingdom,310,1,1.0,558.32,331.0
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,168,324.8,14.121739130434783,23,1,United Kingdom,67,1,1.0,324.8,168.0
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,2572,4599.42,76.657,55,3,United Kingdom,139,173,1.0,1533.14,857.3333333333334
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,121,277.07,16.298235294117646,17,1,United Kingdom,255,1,1.0,277.07,121.0
13804,2011-02-23 09:09:00,2011-11-09 12:32:00,7,1498,2635.79,19.23934306569343,124,4,United Kingdom,31,260,1.75,376.5414285714286,214.0
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,1900,924.6,71.12307692307692,10,2,United Kingdom,52,77,1.0,462.3,950.0
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,56,256.38,25.637999999999998,10,1,United Kingdom,64,1,1.0,256.38,56.0
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,36,112.6,16.085714285714285,7,1,United Kingdom,367,1,1.0,112.6,36.0
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,782,1747.66,22.995526315789476,70,3,United Kingdom,6,92,1.6666666666666667,349.53200000000004,156.4
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,29,155.05,12.920833333333334,11,1,Cyprus,305,1,1.0,155.05,29.0
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,3,312,1499.01,42.828857142857146,32,2,Germany,29,28,1.5,499.67,104.0
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,68,814.5,62.65384615384615,7,2,Germany,184,56,1.5,271.5,22.666666666666668
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,333,539.0,14.972222222222221,33,2,Germany,42,64,1.5,179.66666666666666,111.0
13813,2011-07-28 10:33:00,2011-10-31 10:38:00,4,552,1366.8600000000001,19.809565217391306,54,3,Germany,40,96,1.3333333333333333,341.71500000000003,138.0
13814,2011-07-25 13:54:00,2011-09-08 13:48:00,2,864,1579.12,27.703859649122805,37,2,Germany,92,45,1.0,789.56,432.0
13815,2011-01-25 12:16:00,2011-11-17 14:19:00,4,2560,4027.36,22.882727272727273,132,3,Germany,22,297,1.3333333333333333,1006.84,640.0
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,269,571.6700000000001,20.416785714285716,25,2,Germany,24,41,1.0,285.83500000000004,134.5
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,211,382.98,15.957500000000001,20,2,Germany,29,323,1.0,191.49,105.5
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1109,1140.35,31.676388888888887,26,2,United Kingdom,302,19,1.5,380.1166666666666,369.6666666666667
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,153,385.64,6.536271186440678,51,2,United Kingdom,145,117,1.0,192.82,76.5
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,611,632.0,6.583333333333333,90,2,United Kingdom,6,35,1.0,316.0,305.5
13823,2011-09-09 10:42:00,2011-11-21 10:22:00,2,439,957.66,23.941499999999998,39,2,United Kingdom,19,73,1.0,478.83,219.5
13824,2011-02-02 13:07:00,2011-11-07 12:41:00,5,768,1698.94,36.93347826086956,34,5,United Kingdom,33,278,1.0,339.788,153.6
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,82,189.5,18.95,10,1,United Kingdom,176,1,1.0,189.5,82.0
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,141,412.05,4.430645161290323,83,2,United Kingdom,58,86,1.5,137.35,47.0
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,311,209.49,13.966000000000001,15,1,United Kingdom,22,1,1.0,209.49,311.0
13831,2010-12-05 12:13:00,2011-11-23 15:41:00,6,745,2202.99,29.77013513513513,58,5,United Kingdom,16,354,1.2,367.16499999999996,124.16666666666667
13832,2011-11-20 15:36:00,2011-11-20 15:36:00,1,28,52.199999999999996,17.4,3,1,United Kingdom,19,1,1.0,52.199999999999996,28.0
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,118,384.8,13.26896551724138,28,1,United Kingdom,159,1,1.0,384.8,118.0
13835,2011-05-08 15:22:00,2011-11-14 15:37:00,4,442,834.57,15.174000000000001,48,4,United Kingdom,25,191,1.0,208.6425,110.5
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,183,271.24,14.275789473684211,17,2,United Kingdom,212,106,1.0,135.62,91.5
13838,2010-12-05 10:45:00,2011-12-04 11:00:00,4,263,691.73,3.975459770114943,144,3,United Kingdom,6,365,1.3333333333333333,172.9325,65.75
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,100,85.0,85.0,1,1,United Kingdom,253,1,1.0,85.0,100.0
13842,2010-12-08 10:39:00,2011-10-12 10:51:00,9,1768,3385.62,16.43504854368932,155,9,United Kingdom,59,309,1.0,376.18,196.44444444444446
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,196,361.62,18.081,20,1,United Kingdom,11,1,1.0,361.62,196.0
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,182,312.98,34.775555555555556,9,1,United Kingdom,65,1,1.0,312.98,182.0
13846,2010-12-14 16:07:00,2011-11-15 12:07:00,3,388,865.0600000000001,15.728363636363637,55,3,United Kingdom,25,336,1.0,288.35333333333335,129.33333333333334
13848,2010-12-08 15:10:00,2011-09-08 12:58:00,3,3700,1255.0,251.0,3,3,United Kingdom,92,274,1.0,418.3333333333333,1233.3333333333333
13849,2011-06-22 10:11:00,2011-10-19 10:59:00,2,1016,1537.95,15.227227722772279,97,2,United Kingdom,52,120,1.0,768.975,508.0
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,944,1595.48,17.155698924731183,93,1,United Kingdom,129,1,1.0,1595.48,944.0
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,1705,2651.46,32.73407407407407,77,3,United Kingdom,96,193,1.0,883.82,568.3333333333334
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,312,1090.14,47.39739130434783,23,1,United Kingdom,57,1,1.0,1090.14,312.0
13854,2010-12-09 10:48:00,2011-12-01 09:06:00,25,2296,8109.5199999999995,73.72290909090908,39,12,United Kingdom,9,357,2.0833333333333335,324.38079999999997,91.84
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,494,388.5,27.75,10,2,United Kingdom,169,35,1.5,129.5,164.66666666666666
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,75,216.17,19.651818181818182,11,1,United Kingdom,57,1,1.0,216.17,75.0
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,129,201.16,7.184285714285714,27,1,United Kingdom,326,1,1.0,201.16,129.0
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,591,1245.9,16.39342105263158,58,4,United Kingdom,1,86,1.25,249.18,118.2
13862,2011-01-11 15:13:00,2011-11-21 16:24:00,8,1688,2209.36,15.894676258992806,97,8,United Kingdom,18,315,1.0,276.17,211.0
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,224,305.78,15.288999999999998,20,1,United Kingdom,248,1,1.0,305.78,224.0
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,204,501.56,16.718666666666667,26,4,United Kingdom,58,232,1.0,125.39,51.0
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,57,145.67000000000002,20.810000000000002,7,1,United Kingdom,74,1,1.0,145.67000000000002,57.0
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,513,1015.29,16.644098360655736,51,3,United Kingdom,31,187,1.0,338.43,171.0
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,1964,3192.54,96.74363636363637,32,2,United Kingdom,7,32,1.0,1596.27,982.0
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,1721,3104.95,10.11384364820847,234,4,United Kingdom,123,234,1.0,776.2375,430.25
13870,2011-02-25 09:09:00,2011-12-07 13:23:00,8,1325,2770.94,24.095130434782607,91,6,United Kingdom,2,286,1.3333333333333333,346.3675,165.625
13871,2011-02-04 09:30:00,2011-11-17 10:49:00,13,2806,6403.25,19.057291666666668,155,10,United Kingdom,23,287,1.3,492.5576923076923,215.84615384615384
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,140,389.6,16.93913043478261,21,3,United Kingdom,120,191,1.0,129.86666666666667,46.666666666666664
13874,2010-12-16 18:20:00,2010-12-16 18:20:00,1,180,540.45,30.025000000000002,18,1,United Kingdom,358,1,1.0,540.45,180.0
13875,2011-02-11 15:39:00,2011-10-17 09:36:00,5,1316,1786.79,17.180673076923078,79,5,United Kingdom,54,248,1.0,357.358,263.2
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,36,122.7,17.52857142857143,7,1,United Kingdom,64,1,1.0,122.7,36.0
13877,2011-09-14 15:49:00,2011-09-14 15:49:00,1,108,117.24,39.08,3,1,United Kingdom,86,1,1.0,117.24,108.0
13878,2011-10-16 12:19:00,2011-10-16 12:19:00,1,475,1281.53,35.598055555555554,35,1,United Kingdom,55,1,1.0,1281.53,475.0
13880,2010-12-07 14:00:00,2011-11-18 13:44:00,13,1842,3219.77,19.513757575757577,125,10,United Kingdom,21,346,1.3,247.67461538461538,141.69230769230768
13881,2011-02-01 10:14:00,2011-12-06 12:50:00,20,10118,17159.52,96.40179775280899,72,11,United Kingdom,4,309,1.8181818181818181,857.976,505.9
13882,2011-10-06 15:28:00,2011-12-07 11:16:00,5,953,1191.13,18.325076923076924,54,3,United Kingdom,3,62,1.6666666666666667,238.22600000000003,190.6
13883,2011-03-31 17:17:00,2011-11-29 10:45:00,5,1436,2674.48,18.834366197183098,108,3,United Kingdom,11,243,1.6666666666666667,534.896,287.2
13884,2011-03-01 13:40:00,2011-12-02 16:30:00,5,300,787.6,13.349152542372881,45,3,United Kingdom,7,277,1.6666666666666667,157.52,60.0
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,182,506.8,18.1,28,2,United Kingdom,189,12,1.0,253.4,91.0
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,126,243.56,15.2225,16,1,United Kingdom,71,1,1.0,243.56,126.0
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,147,349.55,18.397368421052633,19,1,United Kingdom,204,1,1.0,349.55,147.0
13888,2011-05-05 14:41:00,2011-08-12 10:13:00,2,258,605.63,15.14075,38,2,United Kingdom,120,99,1.0,302.815,129.0
13889,2011-09-08 09:13:00,2011-09-08 09:13:00,1,146,416.90000000000003,27.793333333333337,15,1,United Kingdom,93,1,1.0,416.90000000000003,146.0
13890,2010-12-16 09:31:00,2011-12-08 15:36:00,10,831,1883.8100000000002,17.125545454545456,74,5,United Kingdom,1,358,2.0,188.38100000000003,83.1
13892,2011-04-07 12:04:00,2011-11-13 11:50:00,4,983,632.97,23.443333333333335,26,3,United Kingdom,27,220,1.3333333333333333,158.2425,245.75
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,190,821.1,39.1,21,1,United Kingdom,298,1,1.0,821.1,190.0
13894,2011-02-02 12:54:00,2011-11-16 09:44:00,3,354,564.62,20.911851851851853,25,2,United Kingdom,24,287,1.5,188.20666666666668,118.0
13895,2011-06-28 10:17:00,2011-11-11 16:57:00,4,1365,2593.07,21.975169491525424,97,4,United Kingdom,28,137,1.0,648.2675,341.25
13897,2011-10-20 14:30:00,2011-10-20 14:30:00,1,200,311.16,18.303529411764707,17,1,United Kingdom,50,1,1.0,311.16,200.0
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,133,155.93,12.994166666666667,12,1,United Kingdom,326,1,1.0,155.93,133.0
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,2,156,388.52,20.448421052631577,19,2,United Kingdom,16,259,1.0,194.26,78.0
13900,2011-03-22 10:13:00,2011-06-09 19:26:00,3,430,740.95,17.23139534883721,42,3,United Kingdom,183,80,1.0,246.98333333333335,143.33333333333334
13901,2011-01-25 09:01:00,2011-09-28 14:48:00,5,1739,2867.2,19.242953020134227,144,5,United Kingdom,72,247,1.0,573.4399999999999,347.8
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332,332.64,12.793846153846154,24,2,United Kingdom,37,258,1.0,166.32,166.0
13908,2011-03-08 12:04:00,2011-09-21 11:49:00,4,1478,2369.55,19.42254098360656,104,4,United Kingdom,80,197,1.0,592.3875,369.5
13911,2011-02-04 14:46:00,2011-10-13 15:43:00,9,2731,2580.91,17.43858108108108,120,6,United Kingdom,57,252,1.5,286.7677777777778,303.44444444444446
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,2,380,626.45,18.983333333333334,28,1,United Kingdom,12,25,2.0,313.225,190.0
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,2,228,272.04,15.113333333333335,16,2,United Kingdom,50,142,1.0,136.02,114.0
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1140,1212.8400000000001,40.428000000000004,30,2,United Kingdom,50,204,1.0,606.4200000000001,570.0
13919,2011-08-10 10:15:00,2011-10-11 14:24:00,2,474,384.81,13.743214285714286,24,2,Denmark,59,63,1.0,192.405,237.0
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,93,172.25,24.607142857142858,7,1,United Kingdom,352,1,1.0,172.25,93.0
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,185,351.13,17.5565,20,1,United Kingdom,54,1,1.0,351.13,185.0
13924,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1575,1838.8500000000001,15.716666666666669,90,4,United Kingdom,2,71,1.5,306.475,262.5
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,331,678.25,16.54268292682927,28,3,United Kingdom,93,43,1.3333333333333333,169.5625,82.75
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,104,223.85000000000002,20.35,11,1,United Kingdom,23,1,1.0,223.85000000000002,104.0
13927,2011-09-26 12:00:00,2011-09-26 12:00:00,1,214,348.99,16.61857142857143,21,1,United Kingdom,75,1,1.0,348.99,214.0
