antecedents,consequents,support,confidence,lift
REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER,0.027421614050210107,0.2560362173038229,4.691554062777454
SPOTTY BUNTING,PARTY BUNTING,0.02602090291994397,0.4236842105263158,4.667315320943308
PARTY BUNTING,SPOTTY BUNTING,0.02602090291994397,0.286646884272997,4.667315320943307
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.028283590130373883,0.49295774647887325,4.602757389406864
REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER,0.028283590130373883,0.2640845070422535,4.602757389406864
LUNCH BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.02122616097403297,0.25191815856777494,4.531109359820774
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG RED RETROSPOT,0.02122616097403297,0.38178294573643407,4.531109359820773
JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.020471931903889667,0.33568904593639576,4.49896033983493
SET OF 3 CAKE TINS PANTRY DESIGN,JAM MAKING SET WITH JARS,0.020471931903889667,0.2743682310469314,4.49896033983493
JUMBO BAG VINTAGE LEAF,JUMBO BAG RED RETROSPOT,0.022896239629350286,0.48350398179749715,4.296218721936401
JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE LEAF,0.022896239629350286,0.20344662517951173,4.296218721936401
JUMBO BAG RED RETROSPOT,JUMBO BAG ALPHABET,0.02230363107423769,0.19818094782192439,4.060303259901281
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.02230363107423769,0.45695364238410596,4.06030325990128
RED RETROSPOT CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.022896239629350286,0.4118217054263566,3.6592793183935046
JUMBO BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.022896239629350286,0.20344662517951173,3.6592793183935046
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.031192759400926626,0.3702046035805627,3.2894867647977044
JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,0.031192759400926626,0.27716610818573484,3.2894867647977044
WOODEN PICTURE FRAME WHITE FINISH,WHITE HANGING HEART T-LIGHT HOLDER,0.021980390044176273,0.37090909090909085,3.0517794970986456
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,0.021980390044176273,0.18085106382978722,3.0517794970986456
WHITE HANGING HEART T-LIGHT HOLDER,NATURAL SLATE HEART CHALKBOARD,0.022357504579247924,0.18395390070921985,2.733828907097309
NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER,0.022357504579247924,0.33226581265012006,2.7338289070973087
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.021064540459002263,0.32556203164029973,2.678671290473069
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.021064540459002263,0.17331560283687944,2.678671290473069
LUNCH BAG  BLACK SKULL.,JUMBO BAG RED RETROSPOT,0.020256437883848722,0.2953652788688138,2.6244951203269133
JUMBO BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.020256437883848722,0.17999042604116802,2.6244951203269133
PARTY BUNTING,REGENCY CAKESTAND 3 TIER,0.021280034479043208,0.23442136498516322,2.1887974732669013
REGENCY CAKESTAND 3 TIER,PARTY BUNTING,0.021280034479043208,0.19869215291750503,2.188797473266901
PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER,0.02095679344898179,0.2308605341246291,1.899482816676137
WHITE HANGING HEART T-LIGHT HOLDER,PARTY BUNTING,0.02095679344898179,0.1724290780141844,1.8994828166761368
JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,0.02402758323456524,0.21349928195308762,1.7566372657859983
WHITE HANGING HEART T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT,0.02402758323456524,0.1976950354609929,1.7566372657859983
